id,posted_date,posted_year,title,work_types,publication_classes,themes,product,center,source_byline,contributors,contributor_role,authors_roster_matched,roster_match_count,pdf,url
84324,2025-02-25,2025,Integrating Literacy and Science: A Powerful Partnership for Student Success,Research brief,Report / brief,Equity; Growth; Informing instruction; Math & STEM,,General,"Susan Kowalski, Ayesha K. Hashim, Scott J. Peters",Susan Kowalski; Ayesha K. Hashim; Scott J. Peters,author,Susan Kowalski; Ayesha K. Hashim; Scott J. Peters,3,https://www.nwea.org/uploads/Integrating-literacy-and-science-a-powerful-partnership-for-student-success_NWEA_research-brief.pdf,https://www.nwea.org/research/publication/integrating-literacy-and-science-a-powerful-partnership-for-student-success/
92209,2024-11-19,2024,How to meet student needs following inclement weather-related school closures,Blog article,Blog / web,School leadership,,NWEA Research,Megan Kuhfeld,Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/how-to-meet-student-needs-following-inclement-weather-related-school-closures/
92189,2024-09-25,2024,New research on science learning loss following COVID-19 school closures,Blog article,Blog / web,COVID-19 & schools,,NWEA Research,"Scott J. Peters, Susan Kowalski",Scott J. Peters; Susan Kowalski,author,Scott J. Peters; Susan Kowalski,2,,https://www.nwea.org/research/publication/new-research-on-science-learning-loss-following-covid-19-school-closures/
79364,2024-09-16,2024,Technical Brief – COVID’s impact on science achievement: Trends from 2019 through 2024,Technical brief,Technical / psychometric,COVID-19 & schools; Equity; Growth,MAP Growth,NWEA Research,"Susan Kowalski, Scott J. Peters, Megan Kuhfeld, Gustave Robinson, Karyn Lewis",Susan Kowalski; Scott J. Peters; Megan Kuhfeld; Gustave Robinson; Karyn Lewis,author,Susan Kowalski; Scott J. Peters; Megan Kuhfeld; Gustave Robinson; Karyn Lewis,5,https://www.nwea.org/uploads/Tech_appendix_Science_achievement_COVID_Research_2024.pdf,https://www.nwea.org/research/publication/technical-brief-covids-impact-on-science-achievement-trends-from-2019-through-2024/
79343,2024-09-16,2024,COVID’s impact on science achievement: Trends from 2019 through 2024,Research report,Report / brief,COVID-19 & schools; Equity; Growth,MAP Growth,NWEA Research,"Susan Kowalski, Scott J. Peters, Megan Kuhfeld, Gustave Robinson, Karyn Lewis",Susan Kowalski; Scott J. Peters; Megan Kuhfeld; Gustave Robinson; Karyn Lewis,author,Susan Kowalski; Scott J. Peters; Megan Kuhfeld; Gustave Robinson; Karyn Lewis,5,https://www.nwea.org/uploads/Covids-impact-on-science-achievement-trends-from-2019-2024_NWEA_researchBrief.pdf,https://www.nwea.org/research/publication/covids-impact-on-science-achievement-trends-from-2019-through-2024/
79371,2024-09-11,2024,Reconciling Recent Evidence on Academic Recovery in the US from 2022 to 2023,Research report,Report / brief,COVID-19 & schools; Equity; Growth,MAP Growth,NWEA Research,"Dan Dewey, Megan Kuhfeld, Erin Fahle, Tom Kane, Sean F. Reardon",Dan Dewey; Megan Kuhfeld; Erin Fahle; Tom Kane; Sean F. Reardon,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/Reconciling-Recent-Evidence-on-Academic-Recovery-in-the-US-from-2022-to-2023.pdf,https://www.nwea.org/research/publication/reconciling-recent-evidence-on-academic-recovery-in-the-us-from-2022-to-2023/
45311,2024-08-27,2024,English MAP Reading Fluency technical report,Technical report,Technical / psychometric,Computer adaptive testing; Reading & language arts; Test design,MAP Reading Fluency,Measurement & Psychometrics,"Fang Peng, Kang Xue, Carmen Hall, John Newburn",Fang Peng; Kang Xue; Carmen Hall; John Newburn,author,Fang Peng,1,https://www.nwea.org/uploads/English-MAP-Reading-Fluency-Technical-Report-2024-08-26.pdf,https://www.nwea.org/research/publication/english-map-reading-fluency-technical-report/
92207,2024-07-30,2024,New data: How far off is COVID academic recovery?,Blog article,Blog / web,COVID-19 & schools,,NWEA Research,"Karyn Lewis, Lindsay Dworkin",Karyn Lewis; Lindsay Dworkin,author,Karyn Lewis,1,,https://www.nwea.org/research/publication/new-data-how-far-off-is-covid-academic-recovery/
78303,2024-07-22,2024,Technical Brief Recovery still elusive: 2023-24 student achievement highlights persistent achievement gaps and a long road ahead,Technical brief,Technical / psychometric,COVID-19 & schools; Equity; Growth,MAP Growth,NWEA Research,"Karyn Lewis, Megan Kuhfeld",Karyn Lewis; Megan Kuhfeld,author,Karyn Lewis; Megan Kuhfeld,2,https://www.nwea.org/uploads/Educations-long-covid-2022-23-achievement-data-reveal-stalled-progress-toward-pandemic-recovery_NWEA_Research-brief.pdf,https://www.nwea.org/research/publication/technical-brief-recovery-still-elusive-2023-24-student-achievement-highlights-persistent-achievement-gaps-and-a-long-road-ahead/
78082,2024-07-22,2024,Recovery still elusive: 2023-24 student achievement highlights persistent achievement gaps and a long road ahead,Research report,Report / brief,COVID-19 & schools; Equity; Growth,MAP Growth,NWEA Research,"Karyn Lewis, Megan Kuhfeld",Karyn Lewis; Megan Kuhfeld,author,Karyn Lewis; Megan Kuhfeld,2,https://www.nwea.org/uploads/recovery-still-elusive-2023-24-student-achievement-highlights-persistent-achievement-gaps-and-a-long-road-ahead_NWEA_researchBrief.pdf,https://www.nwea.org/research/publication/recovery-still-elusive-2023-24-student-achievement-highlights-persistent-achievement-gaps-and-a-long-road-ahead/
78139,2024-07-11,2024,Predicting Amira Reading Mastery Based on NWEA MAP Reading Fluency Benchmark Assessment Scores,Technical report,Technical / psychometric,Computer adaptive testing; Early learning; Measurement & scaling; Reading & language arts,MAP Reading Fluency,NWEA Research,"Fang Peng, Ann Hu, Christopher Wells",Fang Peng; Ann Hu; Christopher Wells,author,Fang Peng; Ann Hu,2,https://www.nwea.org/uploads/MAP-Reading-Fluency-Amira-Linking-Study-Report-2024-06-11.pdf,https://www.nwea.org/research/publication/predicting-amira-reading-mastery-based-on-nwea-map-reading-fluency-benchmark-assessment-scores/
78119,2024-07-11,2024,MAP Reading Fluency with Coach Evidence Base,Research brief,Report / brief,Early learning; Empowering educators; Innovations in reporting & assessment; Reading & language arts,MAP Reading Fluency,NWEA Research,Amy Endo,Amy Endo,author,,0,https://www.nwea.org/uploads/MAP-Reading-Fluency-with-Coach-Evidence-Base.pdf,https://www.nwea.org/research/publication/map-reading-fluency-with-coach-evidence-base/
76543,2024-06-17,2024,Effective summer programs: Practical guidance for district leaders,Research brief,Report / brief,COVID-19 & schools; Growth; Guidance; Seasonal learning patterns & summer loss,,NWEA Research,"Miles Davison, Jazmin Isaacs, Michael Gaddis, PhD, Sofia Postell, Ayesha K. Hashim, Susan Kowalski, Karyn Lewis",Miles Davison; Jazmin Isaacs; Michael Gaddis; Sofia Postell; Ayesha K. Hashim; Susan Kowalski; Karyn Lewis,author,Miles Davison; Jazmin Isaacs; Sofia Postell; Ayesha K. Hashim; Susan Kowalski; Karyn Lewis,6,https://www.nwea.org/uploads/Effective-summer-programs-practical-guidance-for-district-leaders_NWEA_research-brief.pdf,https://www.nwea.org/research/publication/effective-summer-programs-practical-guidance-for-district-leaders/
92191,2024-05-16,2024,When are students “ready” for algebra?,Blog article,Blog / web,Math & STEM,,NWEA Research,Scott J. Peters,Scott J. Peters,author,Scott J. Peters,1,,https://www.nwea.org/research/publication/when-are-students-ready-for-algebra/
44979,2024-04-30,2024,Summer learning loss: What we know and what we’re learning,Blog article,Blog / web,Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Megan Kuhfeld, Andrew McEachin",Megan Kuhfeld; Andrew McEachin,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/summer-learning-loss-what-we-know-and-what-were-learning/
92211,2024-03-12,2024,3 considerations on chronic absenteeism for education policymakers,Blog article,Blog / web,College & career readiness; COVID-19 & schools,,NWEA Research,Megan Kuhfeld,Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/3-considerations-on-chronic-absenteeism-for-education-policymakers/
74064,2024-01-30,2024,High dosage tutoring for academically at-risk students,Research brief,Report / brief,COVID-19 & schools; Equity; Growth; Informing instruction,,,"Miles Davison, Sofia Postell, Jazmin Isaacs, Ayesha K. Hashim",Miles Davison; Sofia Postell; Jazmin Isaacs; Ayesha K. Hashim,author,Miles Davison; Sofia Postell; Jazmin Isaacs; Ayesha K. Hashim,4,https://www.nwea.org/uploads/high-dosage-tutoring-for-academically-at-risk-students_NWEA_research-brief.pdf,https://www.nwea.org/research/publication/high-dosage-tutoring-for-academically-at-risk-students/
73510,2023-11-09,2023,Typical learning for whom? Guidelines for selecting benchmarks to calculate months of learning,Research brief,Report / brief,COVID-19 & schools; Equity; Growth; Growth modeling; Seasonal learning patterns & summer loss,,,"Megan Kuhfeld, Melissa Diliberti, Andrew McEachin, Jon Schweig, Louis T. Mariano",Megan Kuhfeld; Melissa Diliberti; Andrew McEachin; Jon Schweig; Louis T. Mariano,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/Guidelines-for-selecting-benchmarks-to-calculate-months-of-learning_NWEA_Research-Brief.pdf,https://www.nwea.org/research/publication/73510/
92193,2023-10-10,2023,MAP-Growth can lower the cost and increase the accuracy of gifted and talented placements,Blog article,Blog / web,Assessment,,NWEA Research,Scott J. Peters,Scott J. Peters,author,Scott J. Peters,1,,https://www.nwea.org/research/publication/map-growth-can-lower-the-cost-and-increase-the-accuracy-of-gifted-and-talented-placements/
70571,2023-07-10,2023,Technical appendix: 2022-23 achievement data reveal stalled progress toward pandemic recovery,Technical brief,Technical / psychometric,COVID-19 & schools; Equity,,NWEA Research,"Karyn Lewis, Megan Kuhfeld, Jazmin Isaacs",Karyn Lewis; Megan Kuhfeld; Jazmin Isaacs,author,Karyn Lewis; Megan Kuhfeld; Jazmin Isaacs,3,https://www.nwea.org/uploads/Tech-appendix-July-2023-Final.pdf,https://www.nwea.org/research/publication/technical-appendix-2022-23-achievement-data-reveal-stalled-progress-toward-pandemic-recovery/
70544,2023-07-10,2023,Education’s long COVID: 2022–23 achievement data reveal stalled progress toward pandemic recovery,Research brief,Report / brief,COVID-19 & schools; Equity,MAP Growth,NWEA Research,"Karyn Lewis, Megan Kuhfeld",Karyn Lewis; Megan Kuhfeld,author,Karyn Lewis; Megan Kuhfeld,2,https://www.nwea.org/uploads/Educations-long-covid-2022-23-achievement-data-reveal-stalled-progress-toward-pandemic-recovery_NWEA_Research-brief.pdf,https://www.nwea.org/research/publication/educations-long-covid-2022-23-achievement-data-reveal-stalled-progress-toward-pandemic-recovery/
70508,2023-06-26,2023,Executive Summary: Content proximity spring 2022 pilot study,Research report,Report / brief,Computer adaptive testing; Innovations in reporting & assessment; Test design,MAP Growth,Measurement & Psychometrics,"Patrick Meyer, Ann Hu, Xueming (Sylvia) Li",Patrick Meyer; Ann Hu; Xueming (Sylvia) Li,author,Patrick Meyer; Ann Hu; Xueming (Sylvia) Li,3,https://www.nwea.org/uploads/Content-proximity-spring-2022-pilot-study_NWEA_executive-summary.pdf,https://www.nwea.org/research/publication/executive-summary-content-proximity-spring-2022-pilot-study/
70434,2023-06-22,2023,Content Proximity Spring 2022 Pilot Study Research Report,Research report,Report / brief,Computer adaptive testing; Innovations in reporting & assessment; Test design,MAP Growth,Measurement & Psychometrics,"Patrick Meyer, Ann Hu, Xueming (Sylvia) Li",Patrick Meyer; Ann Hu; Xueming (Sylvia) Li,author,Patrick Meyer; Ann Hu; Xueming (Sylvia) Li,3,https://www.nwea.org/uploads/Content-Proximity-Project-and-Pilot-Study-Spring-2022-Research-Report.pdf,https://www.nwea.org/research/publication/content-proximity-spring-2022-pilot-study-research-report/
53171,2023-02-08,2023,Achievement and Growth Norms for Course-Specific MAP Growth Tests,Research report,Report / brief,Measurement & scaling,MAP Growth,Measurement & Psychometrics,Wei He,Wei He,author,Wei He,1,https://www.nwea.org/uploads/2023/02/2022-MAP-Growth-HS-Math-Norms-Report-02-07-2023.pdf,https://www.nwea.org/research/publication/achievement-and-growth-norms-for-course-specific-map-growth-tests/
52198,2022-12-05,2022,Progress towards pandemic recovery: Continued signs of rebounding achievement at the start of the 2022-23 school year,Research brief,Report / brief,COVID-19 & schools; Equity,,NWEA Research,"Karyn Lewis, Megan Kuhfeld",Karyn Lewis; Megan Kuhfeld,author,Karyn Lewis; Megan Kuhfeld,2,https://www.nwea.org/uploads/2022/12/CSSP-Brief_Progress-toward-pandemic-recovery_DEC22_Final.pdf,https://www.nwea.org/research/publication/progress-towards-pandemic-recovery-continued-signs-of-rebounding-achievement-at-the-start-of-the-2022-23-school-year/
52188,2022-12-05,2022,Technical appendix for progress towards pandemic recovery continued signs of rebounding achievement at the start of the 2022-2023 school year,Technical brief,Technical / psychometric,COVID-19 & schools; Equity,,NWEA Research,"Megan Kuhfeld, Karyn Lewis",Megan Kuhfeld; Karyn Lewis,author,Megan Kuhfeld; Karyn Lewis,2,https://www.nwea.org/uploads/2022/12/Tech-Appendix-for-progress-towards-pandemic-recovery.pdf,https://www.nwea.org/research/publication/technical-appendix-for-progress-towards-pandemic-recovery-continued-signs-of-rebounding-achievement-at-the-start-of-the-2022-2023-school-year/
52031,2022-11-18,2022,Longitudinal models of reading and mathematics achievement in deaf and hard of hearing students,Journal article,Journal article,Equity; Measurement & scaling,,NWEA Research,"Stephanie Cawthon, Johny Daniel, North Cooc, Ana Vielma",Stephanie Cawthon; Johny Daniel; North Cooc; Ana Vielma,author,,0,,https://www.nwea.org/research/publication/longitudinal-models-of-reading-and-mathematics-achievement-in-deaf-and-hard-of-hearing-students/
52030,2022-11-18,2022,GGMncv: Nonconvex penalized Gaussian graphical models in R,Working paper,Working paper / preprint,Measurement & scaling,,NWEA Research,Donald Williams,Donald Williams,author,,0,,https://www.nwea.org/research/publication/ggmncv-nonconvex-penalized-gaussian-graphical-models-in-r/
52029,2022-11-18,2022,District and school leaders’ perspectives on leading & learning during the COVID-19 pandemic,Journal article,Journal article,COVID-19 & schools; Empowering educators,,NWEA Research,"Hayley Weddle, Ayesha K. Hashim, Ogechi Irondi",Hayley Weddle; Ayesha K. Hashim; Ogechi Irondi,author,Ayesha K. Hashim,1,,https://www.nwea.org/research/publication/district-and-school-leaders-perspectives-on-leading-learning-during-the-covid-19-pandemic/
51789,2022-11-15,2022,The widening achievement divide during COVID-19,Research brief,Report / brief,COVID-19 & schools; Equity,,NWEA Research,"Karyn Lewis, Megan Kuhfeld, Meredith Langi, Scott J. Peters, Erin Fahle",Karyn Lewis; Megan Kuhfeld; Meredith Langi; Scott J. Peters; Erin Fahle,author,Karyn Lewis; Megan Kuhfeld; Scott J. Peters,3,https://www.nwea.org/uploads/2022/11/CSSP-Brief_Widening-achievement-divide-COVID-19.pdf,https://www.nwea.org/research/publication/the-widening-achievement-divide-during-covid-19/
50518,2022-11-15,2022,Technical appendix for: The widening achievement divide during COVID-19,Technical brief,Technical / psychometric,COVID-19 & schools; Equity,,NWEA Research,"Megan Kuhfeld, Meredith Langi, Karyn Lewis",Megan Kuhfeld; Meredith Langi; Karyn Lewis,author,Megan Kuhfeld; Karyn Lewis,2,https://www.nwea.org/uploads/2022/10/Technical-appendix-for-The-widening-achievement-divide-during-COVID-19.pdf,https://www.nwea.org/research/publication/technical-appendix-for-the-widening-achievement-divide-during-covid-19/
45323,2022-10-14,2022,COVID-19 in the early elementary years: A comparison of achievement in spring 2019 and spring 2022,Research brief,Report / brief,COVID-19 & schools; Early learning; Equity,,NWEA Research,"Megan Kuhfeld, Karyn Lewis",Megan Kuhfeld; Karyn Lewis,author,Megan Kuhfeld; Karyn Lewis,2,https://www.nwea.org/uploads/2022/10/COVID-19-in-the-early-elementary-years.pdf,https://www.nwea.org/research/publication/covid-19-in-the-early-elementary-years-a-comparison-of-achievement-in-spring-2019-and-spring-2022/
45322,2022-10-12,2022,Test score patterns across three COVID-19-impacted school years,Journal article,Journal article,COVID-19 & schools; Equity,,NWEA Research,"Megan Kuhfeld, James Soland, Karyn Lewis",Megan Kuhfeld; James Soland; Karyn Lewis,author,Megan Kuhfeld; Karyn Lewis,2,,https://www.nwea.org/research/publication/test-score-patterns-across-three-covid-19-impacted-school-years/
45321,2022-10-12,2022,Pathways of mathematics achievement in preschool: Examining executive function and task orientation,Journal article,Journal article,Early learning; Math & STEM,,NWEA Research,"Tara Hofkens, Jessica Whittaker, Robert Pianta, Virginia Vitiello, Erik Ruzek, Arya Ansari",Tara Hofkens; Jessica Whittaker; Robert Pianta; Virginia Vitiello; Erik Ruzek; Arya Ansari,author,,0,,https://www.nwea.org/research/publication/pathways-of-mathematics-achievement-in-preschool-examining-executive-function-and-task-orientation/
45318,2022-10-11,2022,Assessment in the time of COVID-19: Understanding patterns of student disengagement during remote low-stakes testing,Journal article,Journal article,Equity; Innovations in reporting & assessment; School & test engagement,,NWEA Research,"Steven Wise, Megan Kuhfeld, John Cronin",Steven Wise; Megan Kuhfeld; John Cronin,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/assessment-in-the-time-of-covid-19-understanding-patterns-of-student-disengagement-during-remote-low-stakes-testing/
45317,2022-10-11,2022,"Effects of 4-day school weeks on older adolescents: Examining impacts of the schedule on academic achievement, attendance, and behavior in high school",Journal article,Journal article,Student growth & accountability policies,,NWEA Research,Emily Morton,Emily Morton,author,Emily Morton,1,,https://www.nwea.org/research/publication/effects-of-4-day-school-weeks-on-older-adolescents-examining-impacts-of-the-schedule-on-academic-achievement-attendance-and-behavior-in-high-school/
45316,2022-10-11,2022,The COVID-19 school year: Learning and recovery across 2020-2021,Journal article,Journal article,COVID-19 & schools; Equity,,NWEA Research,"Megan Kuhfeld, James Soland, Karyn Lewis, Erik Ruzek, Angela Johnson",Megan Kuhfeld; James Soland; Karyn Lewis; Erik Ruzek; Angela Johnson,author,Megan Kuhfeld; Karyn Lewis,2,,https://www.nwea.org/research/publication/the-covid-19-school-year-learning-and-recovery-across-2020-2021/
45315,2022-10-11,2022,"Measuring student reading comprehension performance: Considerations of accuracy, equity, and engagement by embedding comprehension items within reading passages",Journal article,Journal article,Equity; Innovations in reporting & assessment; Reading & language arts,,NWEA Research,"Meg Guerreiro, Janice Johnson",Meg Guerreiro; Janice Johnson,author,,0,,https://www.nwea.org/research/publication/measuring-student-reading-comprehension-performance-considerations-of-accuracy-equity-and-engagement-by-embedding-comprehension-items-within-reading-passages/
45314,2022-10-11,2022,The instructional legacy of COVID-19: Teacher adaptation in response to the pandemic,Journal article,Journal article,COVID-19 & schools; Empowering educators,,NWEA Research,"Helena Connolly, Naina Abowd, Catherine C. Chase",Helena Connolly; Naina Abowd; Catherine C. Chase,author,,0,,https://www.nwea.org/research/publication/the-instructional-legacy-of-covid-19-teacher-adaptation-in-response-to-the-pandemic/
45313,2022-10-11,2022,Estimating and comparing growth using longitudinal interim achievement data with seasonal trends,Journal article,Journal article,,,NWEA Research,"James Soland, Yeow Meng Thum",James Soland; Yeow Meng Thum,author,,0,,https://www.nwea.org/research/publication/estimating-and-comparing-growth-using-longitudinal-interim-achievement-data-with-seasonal-trends/
45309,2022-08-18,2022,Achievement and growth norms for English MAP Reading Fluency Foundational Skills,Research report,Report / brief,Measurement & scaling,MAP Reading Fluency,Measurement & Psychometrics,Wei He,Wei He,author,Wei He,1,https://www.nwea.org/uploads/2021/06/2022-English-MRF-Foundational-Skills-Norms-Report-2022-07-19.pdf,https://www.nwea.org/research/publication/achievement-and-growth-norms-for-english-map-reading-fluency-foundational-skills/
45307,2022-07-26,2022,Looking beyond vision: Supports for students who are blind or visually impaired in mathematics,Research report,Report / brief,Accessibility; Equity; Math & STEM,,NWEA Research,Sonja Steinbach,Sonja Steinbach,author,,0,https://www.nwea.org/uploads/2020/03/Looking-beyond-vision-Supports-for-students-who-are-blind-or-visually-impaired-in-mathematics.pdf,https://www.nwea.org/research/publication/looking-beyond-vision-supports-for-students-who-are-blind-or-visually-impaired-in-mathematics/
45305,2022-07-25,2022,Using Artificial Intelligence (AI) to improve math accessibility for students with visual impairments,Technical brief,Technical / psychometric,Accessibility; Equity; Math & STEM,,Measurement & Psychometrics; NWEA Research,"Kang Xue, Elizabeth Barker",Kang Xue; Elizabeth Barker,author,,0,https://www.nwea.org/uploads/2022/07/Using-Artificial-Intelligence-AI-to-improve-math-accessibility-for-students-with-visual-impairments.technicalbrief.pdf,https://www.nwea.org/research/publication/using-artificial-intelligence-ai-to-improve-math-accessibility-for-students-with-visual-impairments/
45302,2022-07-19,2022,Student achievement in 2021-22: Cause for hope and continued urgency,Research brief,Report / brief,COVID-19 & schools,,NWEA Research,"Megan Kuhfeld, Karyn Lewis",Megan Kuhfeld; Karyn Lewis,author,Megan Kuhfeld; Karyn Lewis,2,https://www.nwea.org/uploads/2022/07/Student-Achievement-in-2021-22-Cause-for-hope-and-concern.researchbrief-1.pdf,https://www.nwea.org/research/publication/student-achievement-in-2021-22-cause-for-hope-and-continued-urgency/
45301,2022-07-19,2022,Technical appendix for: Student achievement in 2021-22: Cause for hope and continued urgency,Technical brief,Technical / psychometric,COVID-19 & schools; Equity,,NWEA Research,"Megan Kuhfeld, Karyn Lewis",Megan Kuhfeld; Karyn Lewis,author,Megan Kuhfeld; Karyn Lewis,2,https://www.nwea.org/uploads/2022/07/Technical-appendix-for-Student-achievement-in-2021-22-Cause-for-hope-and-continued-urgency.pdf,https://www.nwea.org/research/publication/technical-appendix-for-student-achievement-in-2021-22-cause-for-hope-and-continued-urgency/
45300,2022-04-11,2022,Bayesian uncertainty estimation for Gaussian graphical models and centrality indices,Journal article,Journal article,Measurement & scaling,,NWEA Research,"Joran Jongerling, Sacha Epskamp, Donald Williams",Joran Jongerling; Sacha Epskamp; Donald Williams,author,,0,,https://www.nwea.org/research/publication/bayesian-uncertainty-estimation-for-gaussian-graphical-models-and-centrality-indices/
45299,2022-04-11,2022,What do teachers know about dyslexia? It’s complicated!,Journal article,Journal article,Equity; Reading & language arts,,NWEA Research,"Erin K. Washburn, Benjamin C. Heddy, Emily Binks-Cantrell, Tiffany Peltier",Erin K. Washburn; Benjamin C. Heddy; Emily Binks-Cantrell; Tiffany Peltier,author,,0,,https://www.nwea.org/research/publication/what-do-teachers-know-about-dyslexia-its-complicated/
45298,2022-04-11,2022,Changes in school composition during the COVID-19 pandemic: Implications for school-average interim test score use,Research report,Report / brief,COVID-19 & schools; Measurement & scaling,,NWEA Research,"Jonathan Schweig, Megan Kuhfeld, Andrew McEachin, Melissa Diliberti, Louis Mariano",Jonathan Schweig; Megan Kuhfeld; Andrew McEachin; Melissa Diliberti; Louis Mariano,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/changes-in-school-composition-during-the-covid-19-pandemic-implications-for-school-average-interim-test-score-use/
45297,2022-04-11,2022,Supporting students with disabilities throughout the year,Journal article,Journal article,Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Elizabeth Barker, Angela Johnson",Elizabeth Barker; Angela Johnson,author,,0,,https://www.nwea.org/research/publication/supporting-students-with-disabilities-throughout-the-year/
45295,2022-03-29,2022,BFpack: Flexible Bayes factor testing of scientific theories in R,Journal article,Journal article,Measurement & scaling,,,"Joris Mulder, Donald Williams, Xin Gu, Andrew Tomarken, Florian Böing-Messing, Anton Olsson-Collentine, Marlyne Meijerink-Bosman, Janosch Menke, Robbie van Aert, Jean-Paul Fox, Herbert Hoijtink, Yves Rosseel, Eric-Jan Wagenmakers, Caspar van Lissa",Joris Mulder; Donald Williams; Xin Gu; Andrew Tomarken; Florian Böing-Messing; Anton Olsson-Collentine; Marlyne Meijerink-Bosman; Janosch Menke; Robbie van Aert; Jean-Paul Fox; Herbert Hoijtink; Yves Rosseel; Eric-Jan Wagenmakers; Caspar van Lissa,author,,0,,https://www.nwea.org/research/publication/bfpack-flexible-bayes-factor-testing-of-scientific-theories-in-r/
45294,2022-03-29,2022,GGMnonreg: Non-regularized Gaussian graphical models in R,Journal article,Journal article,Measurement & scaling,,,Donald Williams,Donald Williams,author,,0,,https://www.nwea.org/research/publication/ggmnonreg-non-regularized-gaussian-graphical-models-in-r/
45292,2022-03-29,2022,Putting the individual into reliability: Bayesian testing of homogeneous within-person variance in hierarchical models,Journal article,Journal article,Measurement & scaling,,NWEA Research,"Donald Williams, Stephen Martin, Phillipe Rast",Donald Williams; Stephen Martin; Phillipe Rast,author,,0,,https://www.nwea.org/research/publication/putting-the-individual-into-reliability-bayesian-testing-of-homogeneous-within-person-variance-in-hierarchical-models/
45291,2022-03-28,2022,Examining the performance of the trifactor model for multiple raters,Journal article,Journal article,Measurement & scaling,,NWEA Research,"James Soland, Megan Kuhfeld",James Soland; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/examining-the-performance-of-the-trifactor-model-for-multiple-raters/
45290,2022-03-28,2022,Achievement growth in K-8 Catholic schools using NWEA data,Journal article,Journal article,Early learning; Middle school,,NWEA Research,"Julie Dallavis, Megan Kuhfeld, Beth Tarasawa, Stephen Ponisciak",Julie Dallavis; Megan Kuhfeld; Beth Tarasawa; Stephen Ponisciak,author,Megan Kuhfeld; Beth Tarasawa,2,,https://www.nwea.org/research/publication/achievement-growth-in-k-8-catholic-schools-using-nwea-data/
45289,2022-03-28,2022,Identifying students who are off-track academically in 9th grade: The role of social-emotional learning trajectories,Journal article,Journal article,High school; Middle school; Social-emotional learning,,NWEA Research,"James Soland, Megan Kuhfeld",James Soland; Megan Kuhfeld,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/identifying-students-who-are-off-track-academically-in-9th-grade-the-role-of-social-emotional-learning-trajectories-journal/
45288,2022-03-28,2022,It matters how you start: Early numeracy mastery predicts high school math course-taking and college attendance,Journal article,Journal article,College & career readiness; Early learning; Math & STEM,,NWEA Research,"Pamela Davis-Kean, Thurston Domina, Megan Kuhfeld, Alexa Ellis, Elizabeth Gershoff",Pamela Davis-Kean; Thurston Domina; Megan Kuhfeld; Alexa Ellis; Elizabeth Gershoff,author,Megan Kuhfeld,1,,https://www.nwea.org/research/publication/it-matters-how-you-start-early-numeracy-mastery-predicts-high-school-math-course-taking-and-college-attendance/
45285,2022-03-25,2022,The forgotten 20 percent: Achievement and growth in rural schools across the nation,Research brief,Report / brief,Equity; Seasonal learning patterns & summer loss,,NWEA Research,"Angela Johnson, Megan Kuhfeld, James Soland",Angela Johnson; Megan Kuhfeld; James Soland,author,Megan Kuhfeld,1,https://www.nwea.org/uploads/2022/03/The-forgotten-20-percent-achievement-and-growth-in-rural-schools-across-the-nation_NWEA_research-brief.pdf,https://www.nwea.org/research/publication/the-forgotten-20-percent-achievement-and-growth-in-rural-schools-across-the-nation-brief/
45284,2022-03-18,2022,Achievement and growth for English Learners,Journal article,Journal article,English Language Learners; Equity; Seasonal learning patterns & summer loss,,NWEA Research,Angela Johnson,Angela Johnson,author,,0,,https://www.nwea.org/research/publication/achievement-and-growth-for-english-learners-journal/
45282,2022-03-18,2022,Achievement and growth for English Learners,Working paper,Working paper / preprint,English Language Learners; Equity; Seasonal learning patterns & summer loss,,NWEA Research,Angela Johnson,Angela Johnson,author,,0,https://www.nwea.org/uploads/Achievement-and-growth-for-English-Learners_Working-Paper.pdf,https://www.nwea.org/research/publication/achievement-and-growth-for-english-learners/
45280,2022-03-08,2022,MAP Reading Fluency theory of action,White paper,Report / brief,Equity; Measurement & scaling,MAP Reading Fluency,Measurement & Psychometrics,Mary Ann Simpson,Mary Ann Simpson,author,,0,https://www.nwea.org/uploads/2021/06/MAP-Reading-Fluency-Theory-of-Action-Infographic-AUG21.pdf,https://www.nwea.org/research/publication/map-reading-fluency-theory-of-action/
45277,2022-03-07,2022,MAP Growth theory of action,White paper,Report / brief,Equity; Measurement & scaling; Test design,MAP Growth,Measurement & Psychometrics,"Patrick Meyer, Michael Dahlin",Patrick Meyer; Michael Dahlin,author,Patrick Meyer,1,https://www.nwea.org/uploads/2022/03/MAP-Growth-theory-of-action_NWEA_whitepaper.pdf,https://www.nwea.org/research/publication/map-growth-theory-of-action/
